vb_acc,yr_b,va_acc,yr_a
-5,0.0,0.14870972706805424,-3.300658375695686e-06
-5,0.0,0.20994314308433135,-1.5099345315606834e-06
-5,0.0,0.24094947055247812,-5.595668282996604e-08
-5,0.0,0.267282911819487,-6.991646016171275e-07
-5,0.0,0.2889434687319596,1.00083751446508e-07
-5,0.0,0.29202610511547644,4.3057617934411274e-07
-5,0.0,0.2930764984671597,6.533599005751618e-07
-5,0.0,0.29209464878573776,7.832202961479246e-07
-5,0.0,0.28074475904974977,6.752007216763252e-07
-5,0.0,0.26894781233028753,5.728527676452985e-07
-5,0.0,0.2567038086279418,4.7647625376302015e-07
-5,0.0,0.23953282402786022,3.3687231824680376e-07
-5,0.0,0.22276853474034516,2.2373523298694604e-07
-5,0.0,0.2064109407664953,1.3406020277016472e-07
-5,0.0,0.18848626689151507,6.827025044032711e-08
-5,0.0,0.17134614192196918,1.7962332560167828e-08
-5,0.0,0.15499056585803261,-1.8739677992587715e-08
-5,0.0,0.1389559140428546,-3.0522130120732604e-08
-5,0.0,0.12379651262905061,-3.8102193398736794e-08
-5,0.0,0.1095123616166121,-4.203097409252897e-08
-5,0.0,0.09631078532380881,4.6121033643484044e-07
-5,0.0,0.08393678823061704,7.319602646099732e-07
-5,0.0,0.07239037033323714,8.111548100776794e-07
-5,0.0,0.06152375686644363,9.585675592450555e-08
-5,0.0,0.05153343151288309,-3.786928947163153e-07
-5,0.0,0.04241939428270103,-6.489114045959148e-07
-5,0.0,0.03409950693095494,5.349355837924474e-07
-5,0.0,0.026681274908847207,9.301650953757353e-07
-5,0.0,0.020164664402704768,0.0002087069855786072
-5,0.0,0.016229326984179577,0.0001727759737549513
-5,0.0,0.011558269184327332,0.00017435870716880886
-5,0.0,0.006148387309151696,0.00023156934478717138
-5,0.0,0.0020347680913268902,0.0002247433666817871
-5,0.0,-0.0003613495314436089,0.00021550910622390292
-5,0.0,-0.0010395599524787016,0.00020947682724440367
-5,0.0,-0.0003813547573362036,1.154792684319964e-05
-5,0.0,1.1301548772307567e-05,-1.8925064776282116e-07
-5,0.0,0.0001384199463775113,5.608860181075991e-07
-5,0.0,-0.19670982672470635,3.5986634531342854e-07
-5,0.0,-0.37168685546455266,2.0126056224373817e-07
-5,0.0,-0.5247926662708459,7.763071375522362e-08
-5,0.0,-1.0697539533278873,-2.7479610876985075e-08
-5,0.0,-1.5251081250626217,0.000811845460822924
-5,0.0,-1.8908550958758543,0.0008266702859724361
-5,0.0,-1.3860309429468993,0.08712746771930827
-5,0.0,-0.7129042897694416,0.15155834139127095
-5,0.0,0.12339285666122557,0.185220502539365
-5,0.0,0.25854662450033816,0.16463507743907954
-5,0.0,0.2703439466115247,0.14096402913499662
-5,0.0,0.1544424178652717,0.11618389959243933
-5,0.0,0.7720770233550316,0.097689489356404
-5,0.0,1.0625336868971271,0.06668956597339144
-5,0.0,1.081316171438485,0.031069268275974258
-5,0.0,0.22810466062303744,-0.013013800654229236
-5,0.0,-0.43276540575782263,-0.04648709118131512
-5,0.0,-0.8638111723297153,-0.0734913721550391
-5,0.0,-0.8274328457355418,-0.09294316932051394
-5,0.0,-0.680435818917962,-0.10741048665953214
-5,0.0,-0.4554273815501042,-0.11599487792675972
-5,0.0,-0.26359073112499865,-0.1236260795009117
-5,0.0,-0.029575471994881974,-0.1244960617862123
-5,0.0,0.20857692011072665,-0.1189065297598757
-5,0.0,0.36678801272379763,-0.13344746488151277
-5,0.0,0.5914909739072359,-0.13579415447924592
-5,0.0,0.8129503015670425,-0.12761018271026606
-5,0.0,1.0863502375690097,-0.1382324923098439
-5,0.0,1.3626144448531474,-0.13375459515888322
-5,0.0,1.557827085164069,-0.11848503002114985
-5,0.0,1.4254443412428088,-0.08266277159477896
-5,0.0,1.1790551778621472,-0.05372171758282116
-5,0.0,0.8570081204020229,-0.030040316057034024
-5,0.0,0.4965417128022023,-0.005809947098138319
-5,0.0,0.16810153561795016,0.013051149775360324
-5,0.0,-0.08821527824935121,0.02816478970535612
-5,0.0,-0.2521210193645575,0.04032967234514292
-5,0.0,-0.3825741523097892,0.04992413014040741
-5,0.0,-0.4254253773490698,0.05702928575158601
-5,0.0,-0.4194823479899762,0.06193699182621929
-5,0.0,-0.3746301878370678,0.06422125686289126
-5,0.0,-0.30702022094669584,0.06397853984652181
-5,0.0,-0.21746027190764117,0.0588991499451194
-5,0.0,-0.148815658917273,0.05427959646632668
-5,0.0,-0.09525894799560071,0.04972076712160982
-5,0.0,-0.056475994486867694,0.04567379798168904
-5,0.0,-0.023585323643673245,0.039035748500008204
-5,0.0,-0.002161949707018114,0.030767890610438123
-5,0.0,0.006715785698701255,0.02355875712448796
-5,0.0,0.007907450172761956,0.012438457595541283
-5,0.0,0.0036350987368782266,0.002775181637100778
-5,0.0,0.0011452528036603109,-0.00021692041893541653
-5,0.0,-0.0003027334315300271,-0.0004695490214695997
-5,0.0,-0.0006869798960608459,0.000202810250729305
-5,0.0,-0.0005543085663938627,0.00013723572319777056
-5,0.0,-0.0004327770847397473,8.408985715428027e-05
-5,0.0,-0.0003221209307991548,4.225705879502425e-05
-5,0.0,-0.00024037124706602258,1.6396479098735572e-05
-5,0.0,-0.00016583408017635274,-3.3106687006691178e-06
-5,0.0,-9.848506515221272e-05,-1.748653453751318e-05
-5,0.0,-5.226755324806899e-05,-2.259595544006739e-05
-5,0.0,-1.0600924810283621e-05,-2.5518502388168835e-05
-5,0.0,2.651122109543674e-05,-2.6521838420672565e-05
-5,0.0,4.9008834660151266e-05,-2.353553478743744e-05
-5,0.0,6.884902240942855e-05,-2.0354913425064924e-05
-5,0.0,8.603207419650176e-05,-1.70454611347102e-05
-5,0.0,9.373513892537158e-05,-1.2640983716550581e-05
-5,0.0,0.00010007678382588049,-8.766266409551604e-06
-5,0.0,0.00010505826994395174,-5.3965964855900965e-06
-5,0.0,0.0001043477174843968,-2.2564833395201178e-06
-5,0.0,0.00010310167939044599,2.974410481562674e-07
-5,0.0,0.00010132052459816063,2.3126239073520554e-06
-5,0.0,9.64726163735583e-05,3.7292978615369763e-06
-5,0.0,9.157133626680364e-05,4.754512941293249e-06
-5,0.0,8.661658953591528e-05,5.4271886722103105e-06
-5,0.0,8.030250116739459e-05,5.585477633999557e-06
-5,0.0,7.418362173250439e-05,5.570050498171168e-06
-5,0.0,6.825986784962388e-05,5.4028600353279055e-06
-5,0.0,6.200719777494057e-05,4.938149057220971e-06
-5,0.0,5.605002872461557e-05,4.450503544915516e-06
-5,0.0,5.038836442239937e-05,3.9475075135267795e-06
-5,0.0,4.4957702630259344e-05,3.3383760379060736e-06
-5,0.0,3.983569520802606e-05,2.7791342026294526e-06
-5,0.0,3.5022371603114786e-05,2.268847466820031e-06
-5,0.0,3.052048232514182e-05,1.6579533834714704e-06
-5,0.0,2.6326287014333292e-05,1.153000616182357e-06
-5,0.0,2.243981153983479e-05,7.447660726054344e-07
-5,0.0,1.8909866272886687e-05,3.342901431982875e-07
-5,0.0,1.5676392544869708e-05,4.326714307162877e-08
-5,0.0,1.2739396893611395e-05,-1.4442541177705292e-07
-5,0.0,9.99749349286068e-06,-2.3369753389307007e-07
-5,0.0,7.587194954578658e-06,-2.434047497803334e-07
-5,0.0,5.508499989297856e-06,-1.9636232872800623e-07
-5,0.0,4.001897098774024e-06,8.681986346051482e-08
-5,0.0,2.5816130213596613e-06,6.112575649756301e-08
-5,0.0,1.2476472116853566e-06,-4.422143605802972e-08
-5,0.0,4.0736116141993717e-07,-3.099873744368196e-08
-5,0.0,-8.067540411123408e-08,-5.491792491144453e-09
-5,0.0,-2.1646246234833492e-07,1.1706009377703933e-08
-5,0.0,-1.7485665584529384e-07,7.513644304598442e-09
-5,0.0,-1.3660785530884164e-07,4.156257520689698e-09
-5,0.0,-1.0171606024784928e-07,1.5564172961649329e-09
-5,0.0,-7.591782094417476e-08,1.2048241739507082e-10
-5,0.0,-5.239122157520169e-08,-9.473267365007663e-10
-5,0.0,-3.113626248185215e-08,-1.685530859966536e-09
-5,0.0,-1.6553085266052314e-08,-1.6584564921953845e-09
-5,0.0,-3.408177240687501e-09,-1.5828813038041486e-09
-5,0.0,8.298460958286684e-09,-1.4661280317191074e-09
-5,0.0,1.539574582169449e-08,-1.116290743201485e-09
-5,0.0,2.165591452300077e-08,-8.195814081896384e-10
-5,0.0,2.7078966795042577e-08,-5.721113375849688e-10
-5,0.0,2.9513308617752252e-08,-3.4884747356504136e-10
-5,0.0,3.151881187247988e-08,-1.7177149318421154e-10
-5,0.0,3.309547595651899e-08,-3.653840358692031e-11
-5,0.0,3.287675405365268e-08,2.9096553364096616e-11
-5,0.0,3.248879386947289e-08,7.684175289748576e-11
-5,0.0,3.1931595223415016e-08,1.0808523606467665e-10
-5,0.0,3.040638410864335e-08,9.970739234571778e-11
-5,0.0,2.886390671414692e-08,9.001669511097228e-11
